Time,Throttle,RPM,Thrust,Fuel
216.9,61.29,5688,5.43,465.41
216.99,61.29,5674,5.44,464.63
217.08,61.29,5659,5.42,462.72
217.17,61.29,5635,5.41,463.4
217.25,61.29,5635,5.41,464.82
217.34,61.29,5645,5.42,464.88
217.43,61.29,5651,5.43,464.6
217.52,61.29,5678,5.43,464.47
217.61,61.29,5636,5.43,463.39
217.69,61.29,5640,5.38,463.68
217.78,61.29,5635,5.39,465.42
217.87,61.29,5631,5.41,464.64
217.96,61.29,5673,5.43,464.12
218.04,61.29,5649,5.47,463.84
218.13,61.29,5653,5.45,462.69
218.22,61.29,5659,5.43,464.82
218.31,61.29,5659,5.42,463.93
218.4,61.29,5653,5.41,464.36
218.48,61.29,5645,5.4,464.06
218.57,61.29,5652,5.39,464.42
218.66,61.29,5674,5.4,464.31
218.75,61.29,5693,5.46,464.99
218.84,61.29,5678,5.51,465.58
218.92,61.29,5701,5.51,464.19
219.01,61.29,5664,5.53,463.96
219.1,61.29,5614,5.45,462.93
219.19,61.29,5634,5.36,462.67
219.27,61.29,5712,5.38,464.67
219.36,61.29,5673,5.46,465.39
219.45,61.29,5605,5.47,462.38
219.54,61.29,5697,5.45,462.04
219.63,61.29,5659,5.48,464.1
219.71,61.29,5631,5.44,463.72
219.8,61.29,5679,5.43,462.86
219.89,61.29,5675,5.44,463.11
219.98,61.29,5703,5.43,462.13
220.07,61.29,5708,5.46,461.73
220.15,61.29,5659,5.45,462.75
220.24,61.29,5649,5.41,460.48
220.33,61.29,5649,5.38,459.32
220.42,61.29,5663,5.34,460.45
220.5,61.29,5669,5.36,462.36
220.59,61.29,5644,5.38,463.14
220.68,61.29,5659,5.39,462.22
220.77,61.29,5640,5.4,461.59
220.86,61.29,5683,5.39,460.15
220.94,61.29,5664,5.4,460.16
221.03,61.29,5640,5.39,461.61
221.12,61.29,5610,5.36,462
221.21,61.29,5644,5.32,462.08
221.3,61.29,5688,5.34,461.46
221.38,61.29,5644,5.36,462.27
221.47,61.29,5654,5.31,463.21
221.56,61.29,5644,5.3,462.34
221.65,61.29,5640,5.31,459.46
221.73,61.29,5693,5.33,458.26
221.82,61.29,5717,5.38,460.83
221.91,61.29,5722,5.46,460.97
222,61.29,5693,5.48,460.24
222.09,61.29,5674,5.46,460.75
222.17,61.29,5707,5.41,462.11
222.26,61.29,5723,5.43,463.08
222.35,61.29,5693,5.44,461.57
222.44,61.29,5708,5.43,460.46
222.53,61.29,5707,5.43,460.83
222.61,61.29,5693,5.41,462.18
222.7,61.29,5729,5.4,462.43
222.79,61.29,5703,5.45,461.56
222.88,61.29,5673,5.43,462.11
222.97,61.29,5650,5.39,463.74
223.05,61.29,5625,5.38,463.83
223.14,61.29,5660,5.37,462.62
223.23,61.29,5640,5.37,460.96
223.32,61.29,5654,5.36,460.83
223.41,61.29,5629,5.36,461.61
223.49,61.29,5649,5.35,461.36
223.58,61.29,5615,5.35,460.25
223.67,61.29,5606,5.3,461.84
223.76,61.29,5678,5.34,460.8
223.85,61.29,5696,5.41,459.87
223.93,61.29,5688,5.46,461.48
224.02,61.29,5660,5.47,462.24
224.11,61.29,5620,5.42,461.16
224.2,61.29,5640,5.34,461.87
224.28,61.29,5688,5.37,463.38
224.37,61.29,5669,5.43,462.57
224.46,61.29,5674,5.4,462.56
224.55,61.29,5688,5.38,462.83
224.63,61.29,5650,5.42,462.45
224.72,61.29,5679,5.39,459.69
224.81,61.29,5630,5.36,460.5
224.9,61.29,5618,5.34,462.34
224.99,61.29,5610,5.32,460.58
225.07,61.29,5648,5.33,460
225.16,61.29,5712,5.4,460.62
225.25,61.29,5624,5.41,462.25
225.34,61.29,5640,5.32,461.31
225.43,61.29,5664,5.33,460.06
225.52,61.29,5645,5.36,460.03
225.6,61.29,5644,5.38,460.35
225.69,61.29,5669,5.43,460.66
225.78,61.29,5625,5.44,459.31
225.87,61.29,5639,5.4,460.8
225.95,61.29,5610,5.36,461.73
226.04,61.29,5624,5.32,461.58
226.13,61.29,5678,5.36,461.06
226.22,61.29,5712,5.45,459.06
226.3,61.29,5712,5.55,459.37
226.39,61.29,5693,5.54,460.92
226.48,61.29,5682,5.51,459.94
226.57,61.29,5664,5.49,459.72
226.66,61.29,5654,5.44,461.24
226.74,61.29,5592,5.39,461.93
226.83,61.29,5620,5.36,461.11
226.92,61.29,5606,5.35,460.79
227.01,61.29,5591,5.36,460.65
227.1,61.29,5615,5.38,459.12
227.18,61.29,5614,5.4,460.19
227.27,61.29,5601,5.38,460.26
227.36,61.29,5625,5.38,460.29
227.45,61.29,5640,5.4,459.89
227.54,61.29,5659,5.44,459.47
227.62,61.29,5698,5.48,459.53
227.71,61.29,5643,5.48,459.71
227.8,61.29,5638,5.42,458.69
227.89,61.29,5620,5.38,459.23
227.98,61.29,5610,5.34,459.9
228.06,61.29,5654,5.36,459.28
228.15,61.29,5688,5.42,459.67
228.24,61.29,5644,5.44,460.51
228.33,61.29,5655,5.37,460.52
228.42,61.29,5624,5.35,461.46
228.5,61.29,5622,5.36,461.4
228.59,61.29,5640,5.37,460.48
228.68,61.29,5669,5.39,461.07
228.77,61.29,5674,5.4,460.97
228.85,61.29,5635,5.39,460.82
228.94,61.29,5673,5.39,459.78
229.03,61.29,5688,5.44,460.74
229.12,67.75,5664,5.44,461.34
229.21,67.75,5649,5.38,460.54
229.29,67.75,5722,5.38,461.94
229.38,67.75,5711,5.42,461.27
229.47,67.75,5692,5.44,460.02
229.56,67.75,5752,5.49,461.04
229.65,67.75,5802,5.58,460.88
229.73,67.75,5757,5.58,459.85
229.82,67.75,5735,5.49,458.8
229.91,67.75,5746,5.51,458.62
230,67.75,5779,5.59,460.08
230.08,67.75,5793,5.6,460.94
230.17,67.75,5737,5.59,461.4
230.26,67.75,5766,5.56,460.13
230.35,67.75,5757,5.56,460.25
230.44,67.75,5757,5.56,459.45
230.52,67.75,5783,5.55,459.4
230.61,67.75,5774,5.53,459.38
230.7,67.75,5727,5.53,458.88
230.79,67.75,5737,5.48,459.53
230.87,67.75,5738,5.49,460.82
230.96,67.75,5742,5.53,460.91
231.05,67.75,5752,5.51,459.25
231.14,67.75,5778,5.52,460.59
231.23,67.75,5722,5.53,461.72
231.31,67.75,5737,5.48,461.56
231.4,67.75,5742,5.51,460.59
231.49,67.75,5752,5.57,459.73
231.58,67.75,5737,5.55,459.37
231.67,67.75,5678,5.5,458.96
231.75,67.75,5668,5.42,459.5
231.84,67.75,5659,5.4,458.94
231.93,67.75,5736,5.44,459.7
232.02,67.75,5757,5.51,458.64
232.11,67.75,5736,5.52,458.99
232.19,67.75,5742,5.51,461.01
232.28,67.75,5702,5.47,461.17
232.37,67.75,5728,5.43,458.52
232.46,67.75,5757,5.46,457.65
232.54,67.75,5773,5.48,458.5
232.63,67.75,5712,5.49,458.64
232.72,67.75,5698,5.46,458.67
232.81,67.75,5683,5.42,458.64
232.9,67.75,5673,5.4,458.47
232.98,67.75,5727,5.41,458.42
233.07,67.75,5737,5.46,459.87
233.16,67.75,5718,5.49,459.79
233.25,67.75,5715,5.49,459.56
233.34,67.75,5712,5.5,460.15
233.42,67.75,5712,5.48,459.77
233.51,67.75,5696,5.46,459.71
233.6,67.75,5735,5.45,459.48
233.69,67.75,5678,5.49,458.17
233.78,67.75,5722,5.48,458.2
233.86,67.75,5712,5.5,458.97
233.95,67.75,5742,5.52,459.67
234.04,67.75,5746,5.55,459.19
234.13,67.75,5772,5.58,458.61
234.22,67.75,5683,5.53,457.63
234.3,67.75,5722,5.47,458.99
234.39,67.75,5683,5.49,459.54
234.48,67.75,5736,5.49,459.26
234.57,67.75,5751,5.53,458.13
234.65,67.75,5718,5.55,458.22
234.74,67.75,5668,5.51,459.25
234.83,67.75,5702,5.48,459.43
234.92,67.75,5717,5.51,458.21
235,67.75,5732,5.54,457.89
235.09,67.75,5698,5.58,458.06
235.18,67.75,5712,5.56,458.82
235.27,67.75,5712,5.55,458.74
235.36,67.75,5732,5.54,459.12
235.44,67.75,5737,5.57,458.71
235.53,67.75,5639,5.52,458.83
235.62,67.75,5636,5.38,460.7
235.71,67.75,5678,5.34,460.55
235.8,67.75,5688,5.4,459.21
235.88,67.75,5722,5.51,459.59
235.97,67.75,5673,5.52,458.92
236.06,67.75,5712,5.47,458.42
236.15,67.75,5742,5.49,458.42
236.23,67.75,5615,5.49,458.61
236.32,67.75,5640,5.42,457.51
236.41,67.75,5698,5.44,457.57
236.5,67.75,5767,5.49,459.18
236.59,67.75,5693,5.52,459.18
236.67,67.75,5688,5.51,458.61
236.76,67.75,5698,5.51,458.3
236.85,67.75,5674,5.47,458.91
236.94,67.75,5693,5.43,459.1
237.03,67.75,5722,5.49,456.98
237.11,67.75,5727,5.54,456.29
237.2,67.75,5702,5.57,457.02
237.29,67.75,5682,5.52,457.81
237.38,67.75,5712,5.48,458.17
237.47,67.75,5689,5.49,457.41
237.55,67.75,5693,5.5,456.81
237.64,67.75,5727,5.53,458.52
237.73,67.75,5688,5.54,459.62
237.82,67.75,5699,5.5,459.66
237.91,67.75,5721,5.5,459.5
237.99,67.75,5712,5.49,457.67
238.08,67.75,5707,5.49,457.69
238.17,67.75,5732,5.52,457.91
238.26,67.75,5726,5.52,456.55
238.34,67.75,5756,5.54,456.74
238.43,67.75,5737,5.53,458.05
238.52,67.75,5737,5.51,458.88
238.61,67.75,5722,5.52,458.61
238.7,67.75,5703,5.52,457.66
238.78,67.75,5717,5.5,457.82
238.87,67.75,5691,5.49,458.2
238.96,67.75,5738,5.46,457.12
239.05,67.75,5717,5.5,455.83
239.13,67.75,5727,5.54,456.24
239.22,67.75,5698,5.53,457.51
239.31,67.75,5640,5.51,457.52
239.4,67.75,5742,5.49,456.81
239.49,67.75,5708,5.55,456.93
239.57,67.75,5698,5.53,456.93
239.66,67.75,5738,5.53,457.98
239.75,67.75,5727,5.55,457.66
239.84,67.75,5722,5.5,455.73
239.93,67.75,5688,5.48,455.87
240.02,67.75,5703,5.5,457.77
240.1,67.75,5688,5.5,456.4
240.19,67.75,5742,5.53,456.94
240.28,67.75,5724,5.56,459.57
240.37,67.75,5663,5.51,459.25
240.45,67.75,5688,5.45,458.66
240.54,67.75,5688,5.45,458.39
240.63,67.75,5688,5.44,457.85
240.72,67.75,5683,5.46,458.25
240.8,67.75,5702,5.48,458.38
240.89,67.75,5697,5.48,458.9
240.98,67.75,5669,5.46,458.68
241.07,67.75,5693,5.47,458.01
241.16,67.75,5752,5.53,458.93
241.24,67.75,5722,5.59,459.72
241.33,67.75,5752,5.56,459.15
241.42,67.75,5738,5.55,458.14
241.51,67.75,5732,5.56,458.09
241.6,67.75,5722,5.58,458.45
241.68,67.75,5765,5.59,457.57
241.77,67.75,5707,5.56,456.9
241.86,67.75,5675,5.52,457.6
241.95,67.75,5640,5.45,457.64
242.04,67.75,5664,5.44,458.58
242.12,67.75,5674,5.45,455.86
242.21,67.75,5712,5.46,454.26
242.3,67.75,5726,5.52,454.27
242.39,67.75,5683,5.5,454.49
242.47,67.75,5693,5.49,454.74
242.56,67.75,5655,5.51,455.75
242.65,67.75,5702,5.5,455.27
242.74,67.75,5692,5.52,454.97
242.83,67.75,5698,5.52,454.08
242.91,67.75,5724,5.52,454.78
243,67.75,5732,5.56,454.84
243.09,67.75,5732,5.57,454.79
243.18,67.75,5707,5.59,456.16
243.27,67.75,5683,5.58,454.34
243.35,67.75,5660,5.53,455.15
243.44,67.75,5676,5.5,454.6
243.53,67.75,5664,5.51,455.6
243.62,67.75,5663,5.5,457.72
243.71,67.75,5689,5.5,455.42
243.79,67.75,5712,5.53,454.15
243.88,67.75,5696,5.58,455.18
243.97,67.75,5678,5.53,454.62
244.06,67.75,5674,5.51,454.29
244.14,67.75,5727,5.53,454.94
244.23,67.75,5703,5.59,455.67
244.32,67.75,5712,5.59,457.92
244.41,67.75,5722,5.57,457.18
244.5,67.75,5688,5.55,454.81
244.58,67.75,5708,5.53,454.16
244.67,67.75,5717,5.55,454.99
244.76,67.75,5732,5.58,456.65
244.85,67.75,5741,5.59,456.77
244.93,67.75,5685,5.56,453.96
245.02,67.75,5711,5.54,455.35
245.11,67.75,5746,5.57,455.72
245.2,67.75,5752,5.61,456.1
245.29,67.75,5702,5.6,455.97
245.37,67.75,5733,5.54,455.78
245.46,67.75,5717,5.53,455.64
245.55,67.75,5699,5.54,454.65
245.64,67.75,5708,5.53,455.07
245.73,67.75,5693,5.52,456.05
245.81,67.75,5707,5.5,456.13
245.9,67.75,5712,5.54,456.6
245.99,67.75,5703,5.56,456.99
246.08,67.75,5669,5.51,454.66
246.17,67.75,5640,5.45,456.14
246.25,67.75,5688,5.45,456.68
246.34,67.75,5673,5.49,455.22
246.43,67.75,5684,5.53,454.97
246.52,67.75,5625,5.52,456.04
246.61,67.75,5659,5.46,455.45
246.69,67.75,5683,5.47,454.42
246.78,67.75,5678,5.48,455.79
246.87,67.75,5703,5.51,456.9
246.96,67.75,5682,5.52,457.88
247.04,67.75,5693,5.49,456.71
247.13,67.75,5658,5.5,454.88
247.22,67.75,5665,5.48,454.46
247.31,67.75,5689,5.48,454.85
247.4,67.75,5635,5.47,454.81
247.48,67.75,5702,5.45,454.94
247.57,67.75,5654,5.48,454.61
247.66,67.75,5687,5.46,454.69
247.75,67.75,5679,5.47,455.12
247.84,67.75,5673,5.44,454.26
247.92,67.75,5712,5.42,455.38
248.01,67.75,5689,5.42,456.62
248.1,67.75,5737,5.45,455.33
248.19,67.75,5737,5.52,454.69
248.27,67.75,5708,5.57,454.46
248.36,67.75,5688,5.53,455.07
248.45,67.75,5693,5.49,455.03
248.54,67.75,5660,5.49,454.6
248.63,67.75,5683,5.45,455.74
248.71,67.75,5708,5.47,455.57
248.8,67.75,5683,5.49,453.87
248.89,67.75,5688,5.49,452.64
248.98,67.75,5654,5.46,454.22
249.07,67.75,5624,5.39,456.06
249.15,67.75,5633,5.38,455.03
249.24,67.75,5625,5.4,453.61
249.33,67.75,5649,5.41,453.46
249.42,67.75,5659,5.43,454.36
249.5,67.75,5678,5.43,453.65
249.59,67.75,5727,5.49,452.54
249.68,67.75,5756,5.6,453.56
249.77,67.75,5747,5.66,453.34
249.86,67.75,5708,5.62,453.94
249.94,67.75,5752,5.61,455.65
250.03,67.75,5727,5.61,454.86
250.12,67.75,5717,5.59,455.16
250.21,67.75,5664,5.56,454.46
250.3,67.75,5649,5.48,454.69
250.38,67.75,5688,5.44,454.5
250.47,67.75,5698,5.49,453.8
250.56,67.75,5693,5.49,453.54
250.65,67.75,5659,5.49,453.71
250.73,67.75,5688,5.47,452.59
250.82,67.75,5681,5.48,452.66
250.91,67.75,5693,5.49,454.68
251,67.75,5710,5.49,455.03
251.09,67.75,5735,5.5,455.05
251.17,67.75,5716,5.55,454.43
251.26,67.75,5747,5.59,453.07
251.35,67.75,5693,5.57,453.76
251.44,67.75,5703,5.47,452.85
251.53,67.75,5698,5.43,452.83
251.61,67.75,5698,5.46,453.01
251.7,67.75,5727,5.51,453.27
251.79,67.75,5693,5.54,454.36
251.88,67.75,5717,5.49,455.38
251.97,67.75,5683,5.52,455.45
252.05,67.75,5689,5.5,455.48
252.14,67.75,5737,5.46,454.59
252.23,67.75,5679,5.43,453.32
252.32,67.75,5655,5.4,453.03
252.41,67.75,5669,5.38,452.82
252.49,67.75,5703,5.41,454.32
252.58,67.75,5752,5.47,454.62
252.67,67.75,5747,5.52,453.58
252.76,67.75,5727,5.53,453.74
252.84,67.75,5747,5.53,453.58
252.93,67.75,5778,5.53,452.73
253.02,67.75,5737,5.52,452.51
253.11,67.75,5717,5.49,452.27
253.2,67.75,5712,5.47,453.58
253.28,67.75,5713,5.46,454.17
253.37,67.75,5727,5.47,453.35
253.46,67.75,5712,5.47,453.4
253.55,67.75,5752,5.46,452.5
253.63,67.75,5724,5.52,451.84
253.72,67.75,5726,5.5,452.11
253.81,67.75,5763,5.49,453.51
253.9,67.75,5732,5.5,454.86
253.99,67.75,5722,5.45,454.98
254.07,67.75,5737,5.43,453.27
254.16,67.75,5749,5.45,453.96
254.25,67.75,5747,5.45,454.1
254.34,67.75,5717,5.4,453.18
254.43,67.75,5717,5.37,452.88
254.51,67.75,5722,5.4,452.87
254.6,67.75,5721,5.44,450.82
254.69,67.75,5727,5.44,451.01
254.78,67.75,5718,5.46,452.63
254.87,67.75,5659,5.44,452.68
254.95,67.75,5693,5.37,452.74
255.04,67.75,5712,5.4,452.97
255.13,67.75,5659,5.42,452.88
255.22,67.75,5654,5.4,452.53
255.3,67.75,5703,5.4,452.19
255.39,67.75,5712,5.46,453.77
255.48,67.75,5708,5.5,452.97
255.57,67.75,5698,5.46,450.85
255.66,67.75,5659,5.44,450.24
255.74,67.75,5664,5.41,450.95
255.83,67.75,5640,5.39,452.31
255.92,67.75,5712,5.42,451.87
256.01,67.75,5712,5.49,451.73
256.1,67.75,5664,5.44,451.61
256.18,67.75,5640,5.42,451.94
256.27,67.75,5654,5.4,452.94
256.36,67.75,5659,5.39,452.92
256.45,67.75,5672,5.39,453.93
256.54,67.75,5747,5.46,452.37
256.62,67.75,5761,5.55,450.23
256.71,67.75,5742,5.58,450.13
256.8,67.75,5689,5.53,450.91
256.89,67.75,5702,5.48,452.02
256.97,67.75,5722,5.49,451.76
257.06,67.75,5693,5.44,452.53
257.15,67.75,5692,5.43,453.26
257.24,67.75,5707,5.44,451.68
257.33,67.75,5756,5.5,451.87
257.41,67.75,5727,5.55,452.31
257.5,67.75,5717,5.46,451.28
257.59,67.75,5707,5.42,451.04
257.68,67.75,5722,5.44,451.46
257.77,67.75,5736,5.45,452.55
257.85,74.2,5727,5.5,453.2
257.94,74.2,5717,5.51,453.18
258.03,74.2,5712,5.51,453.51
258.12,74.2,5702,5.53,452.18
258.21,74.2,5727,5.51,451.22
258.29,74.2,5752,5.55,453.77
258.38,74.2,5763,5.62,455.21
258.47,74.2,5736,5.62,454.13
258.56,74.2,5703,5.58,451.81
258.64,74.2,5713,5.55,450.57
258.73,74.2,5757,5.58,451.19
258.82,74.2,5727,5.59,452.47
258.91,74.2,5756,5.57,450.84
258.99,74.2,5773,5.58,451.02
259.08,74.2,5783,5.62,450.23
259.17,74.2,5752,5.63,450.31
259.26,74.2,5767,5.61,451.43
259.35,74.2,5767,5.61,451.8
259.43,74.2,5741,5.59,452.09
259.52,74.2,5747,5.56,450.85
259.61,74.2,5752,5.6,452.22
259.7,74.2,5742,5.62,452.77
259.79,74.2,5742,5.6,452.22
259.87,74.2,5757,5.57,452.36
259.96,74.2,5717,5.52,451.08
260.05,74.2,5746,5.53,451.65
260.14,74.2,5773,5.59,450.81
260.23,74.2,5756,5.62,450.77
260.31,74.2,5736,5.6,451.05
260.4,74.2,5717,5.54,450.7
260.49,74.2,5722,5.48,451.46
260.58,74.2,5717,5.46,450.89
260.67,74.2,5708,5.45,450.74
260.75,74.2,5762,5.5,450.52
260.84,74.2,5727,5.58,450.47
260.93,74.2,5732,5.56,450.57
261.02,74.2,5731,5.53,449.99
261.11,74.2,5747,5.53,449.53
261.19,74.2,5778,5.56,449.51
261.28,74.2,5767,5.6,449.02
261.37,74.2,5773,5.62,448.91
261.46,74.2,5772,5.58,448.91
261.54,74.2,5746,5.55,449.33
261.63,74.2,5752,5.54,451.17
261.72,74.2,5788,5.56,451.98
261.81,74.2,5773,5.62,450.99
261.9,74.2,5765,5.61,450.09
261.98,74.2,5772,5.57,450.54
262.07,74.2,5767,5.56,451.51
262.16,74.2,5762,5.59,452.34
262.25,74.2,5782,5.61,450.72
262.34,74.2,5781,5.63,448.84
262.42,74.2,5798,5.64,449.75
262.51,74.2,5793,5.65,449.69
262.6,74.2,5813,5.64,447.92
262.69,74.2,5773,5.63,448.58
262.77,74.2,5813,5.61,450.49
262.86,74.2,5813,5.63,450.28
262.95,74.2,5812,5.64,450.44
263.04,74.2,5813,5.68,451.17
263.12,74.2,5762,5.67,450.22
263.21,74.2,5813,5.65,449.75
263.3,74.2,5775,5.68,450.28
263.39,74.2,5791,5.68,451.04
263.48,74.2,5782,5.66,450.26
263.57,74.2,5761,5.56,449.45
263.65,74.2,5777,5.5,449.65
263.74,74.2,5773,5.52,449.96
263.83,74.2,5762,5.57,450.18
263.92,74.2,5767,5.56,449.54
264,74.2,5761,5.58,449.81
264.09,74.2,5767,5.58,451.14
264.18,74.2,5778,5.57,451.17
264.27,74.2,5757,5.57,450.29
264.36,74.2,5802,5.58,449.84
264.44,74.2,5818,5.58,449.38
264.53,74.2,5767,5.6,449.22
264.62,74.2,5722,5.6,450.15
264.71,74.2,5767,5.57,449.54
264.79,74.2,5782,5.55,447.94
264.88,74.2,5818,5.57,447.6
264.97,74.2,5798,5.61,448.81
265.06,74.2,5757,5.58,449.3
265.15,74.2,5732,5.5,449.78
265.23,74.2,5773,5.47,449.57
265.32,74.2,5803,5.52,450.11
265.41,74.2,5774,5.61,451.27
265.5,74.2,5772,5.64,450.93
265.59,74.2,5808,5.62,450.95
265.67,74.2,5798,5.61,451.09
265.76,74.2,5791,5.62,449.96
265.85,74.2,5823,5.61,450.53
265.94,74.2,5767,5.64,451.15
266.03,74.2,5792,5.65,449.88
266.11,74.2,5803,5.64,450.62
266.2,74.2,5823,5.66,450.56
266.29,74.2,5803,5.7,450.95
266.38,74.2,5813,5.7,450.78
266.46,74.2,5782,5.63,451.58
266.55,74.2,5799,5.6,450.34
266.64,74.2,5787,5.63,451.21
266.73,74.2,5798,5.61,450.42
266.82,74.2,5797,5.65,449.97
266.91,74.2,5813,5.74,450.03
266.99,74.2,5787,5.77,449.73
267.08,74.2,5798,5.72,448.47
267.17,74.2,5787,5.69,448.69
267.26,74.2,5840,5.69,449.12
267.34,74.2,5803,5.69,448.16
267.43,74.2,5823,5.69,448.07
267.52,74.2,5803,5.67,449.46
267.61,74.2,5773,5.65,450.06
267.69,74.2,5813,5.66,449.15
267.78,74.2,5824,5.68,448.34
267.87,74.2,5762,5.64,450.12
267.96,74.2,5787,5.58,449.62
268.05,74.2,5778,5.58,448.5
268.13,74.2,5788,5.53,448.86
268.22,74.2,5732,5.54,448.07
268.31,74.2,5737,5.52,447.72
268.4,74.2,5807,5.5,447.61
268.49,74.2,5803,5.6,447.53
268.57,74.2,5802,5.65,447.35
268.66,74.2,5788,5.62,447.36
268.75,74.2,5727,5.58,447.81
268.84,74.2,5674,5.52,447.34
268.92,74.2,5747,5.47,447.72
269.01,74.2,5761,5.51,448.67
269.1,74.2,5778,5.53,447.38
269.19,74.2,5818,5.55,447.47
269.28,74.2,5808,5.64,448.03
269.36,74.2,5828,5.7,448.79
269.45,74.2,5788,5.71,447.92
269.54,74.2,5844,5.67,447.93
269.63,74.2,5849,5.67,448.16
269.72,74.2,5798,5.66,447.72
269.8,74.2,5793,5.59,447.31
269.89,74.2,5828,5.57,448.25
269.98,74.2,5836,5.62,449.01
270.07,74.2,5828,5.65,447.53
270.16,74.2,5763,5.61,447.69
270.24,74.2,5773,5.58,448.01
270.33,74.2,5792,5.59,448.19
270.42,74.2,5788,5.58,447.26
270.51,74.2,5828,5.6,446.66
270.6,74.2,5859,5.63,446.26
270.68,74.2,5823,5.63,447.08
270.77,74.2,5823,5.6,447.36
270.86,74.2,5834,5.57,447.61
270.95,74.2,5798,5.56,448.13
271.04,74.2,5823,5.55,448.95
271.12,74.2,5842,5.61,448.04
271.21,74.2,5818,5.63,448.34
271.3,74.2,5818,5.63,448.27
271.39,74.2,5798,5.61,447.63
271.47,74.2,5812,5.58,447.09
271.56,74.2,5773,5.56,446.48
271.65,74.2,5803,5.56,447.31
271.74,74.2,5838,5.65,447.95
271.83,74.2,5792,5.71,446.52
271.91,74.2,5788,5.67,447.66
272,74.2,5803,5.63,448.73
272.09,74.2,5793,5.61,448.94
272.18,74.2,5777,5.58,448.34
272.26,74.2,5772,5.58,447.92
272.35,74.2,5752,5.6,448.34
272.44,74.2,5788,5.54,448.89
272.53,74.2,5803,5.58,448.26
272.62,74.2,5748,5.64,448.16
272.7,74.2,5823,5.64,447.5
272.79,74.2,5818,5.69,447.81
272.88,74.2,5798,5.7,448.95
272.97,74.2,5829,5.69,446.95
273.06,74.2,5803,5.68,446.37
273.14,74.2,5798,5.66,448.05
273.23,74.2,5793,5.66,448.17
273.32,74.2,5803,5.65,448.34
273.41,74.2,5774,5.66,449.53
273.49,74.2,5741,5.61,449.66
273.58,74.2,5762,5.54,448.64
273.67,74.2,5757,5.56,449.35
273.76,74.2,5767,5.56,448.16
273.85,74.2,5788,5.58,447.29
273.93,74.2,5808,5.61,447.4
274.02,74.2,5837,5.67,447.86
274.11,74.2,5839,5.75,446.72
274.2,74.2,5793,5.74,446.74
274.29,74.2,5737,5.61,448.27
274.37,74.2,5752,5.52,449.28
274.46,74.2,5808,5.58,449.29
274.55,74.2,5756,5.64,447.84
274.64,74.2,5773,5.6,446.61
274.73,74.2,5811,5.62,446.06
274.81,74.2,5803,5.67,446.88
274.9,74.2,5798,5.65,447.9
274.99,74.2,5793,5.63,446.37
275.08,74.2,5778,5.64,446.11
275.16,74.2,5779,5.67,447.35
275.25,74.2,5797,5.66,446.42
275.34,74.2,5813,5.64,447.19
275.43,74.2,5742,5.64,447.88
275.52,74.2,5742,5.61,448.01
275.6,74.2,5773,5.6,448.01
275.69,74.2,5767,5.59,447.94
275.78,74.2,5788,5.59,447.12
275.87,74.2,5797,5.67,447.31
275.96,74.2,5823,5.73,446.92
276.04,74.2,5803,5.75,447.4
276.13,74.2,5788,5.74,448.35
276.22,74.2,5813,5.75,448.73
276.31,74.2,5808,5.77,449.37
276.4,74.2,5804,5.76,448.76
276.48,74.2,5772,5.71,449.05
276.57,74.2,5747,5.65,448.64
276.66,74.2,5732,5.67,447.06
276.75,74.2,5748,5.69,445.95
276.84,74.2,5813,5.69,444.94
276.92,74.2,5757,5.72,446.6
277.01,74.2,5783,5.73,447.74
277.1,74.2,5757,5.72,447.37
277.19,74.2,5747,5.65,446.29
277.27,74.2,5762,5.61,447.09
277.36,74.2,5766,5.6,446.61
277.45,74.2,5808,5.64,446.74
277.54,74.2,5803,5.71,446.49
277.62,74.2,5865,5.77,446.64
277.71,74.2,5854,5.82,446.99
277.8,74.2,5817,5.78,447.41
277.89,74.2,5817,5.66,447.85
277.98,74.2,5813,5.63,447.88
278.06,74.2,5798,5.64,448.77
278.15,74.2,5808,5.66,446.55
278.24,74.2,5798,5.68,446.94
278.33,74.2,5779,5.66,446.99
278.42,74.2,5808,5.61,446.92
278.5,74.2,5826,5.63,447.71
278.59,74.2,5838,5.66,447.55
278.68,74.2,5798,5.67,447.88
278.77,74.2,5767,5.6,447.45
278.86,74.2,5778,5.6,446.42
278.94,74.2,5823,5.69,447.88
279.03,74.2,5798,5.74,447.32
279.12,74.2,5803,5.68,445.74
279.21,74.2,5793,5.62,446.17
279.29,74.2,5747,5.58,446.48
279.38,74.2,5787,5.56,446.36
279.47,74.2,5763,5.58,447.63
279.56,74.2,5761,5.6,447.43
279.65,74.2,5794,5.64,447.63
279.73,74.2,5793,5.7,446.9
279.82,74.2,5772,5.66,446.19
279.91,74.2,5756,5.6,445.34
280,74.2,5762,5.59,447.12
280.09,74.2,5799,5.65,447.88
280.17,74.2,5773,5.66,447.11
280.26,74.2,5767,5.62,447.16
280.35,74.2,5773,5.57,447.37
280.44,74.2,5788,5.58,447.17
280.53,74.2,5818,5.62,446.9
280.61,74.2,5854,5.68,446.03
280.7,74.2,5818,5.74,446.8
280.79,74.2,5838,5.7,446.89
280.88,74.2,5798,5.71,446.81
280.96,74.2,5773,5.67,446.2
281.05,74.2,5793,5.63,445.21
281.14,74.2,5813,5.63,445.59
281.23,74.2,5783,5.64,446.33
281.32,74.2,5808,5.64,447.16
281.4,74.2,5788,5.65,444.64
281.49,74.2,5783,5.63,445.34
