Time,Throttle,RPM,Thrust,Fuel
281.58,74.2,5788,5.63,445.31
281.67,74.2,5793,5.65,444.01
281.75,74.2,5838,5.7,443.52
281.84,74.2,5794,5.7,445.87
281.93,74.2,5793,5.65,446.2
282.02,74.2,5803,5.63,447.31
282.11,74.2,5788,5.63,446.52
282.19,74.2,5752,5.63,444.4
282.28,74.2,5773,5.6,445.43
282.37,74.2,5752,5.58,445.13
282.46,74.2,5778,5.58,445.16
282.54,74.2,5805,5.64,445.28
282.63,74.2,5765,5.68,444.1
282.72,74.2,5784,5.65,444.57
282.81,74.2,5798,5.64,443.09
282.9,74.2,5813,5.63,442.43
282.99,74.2,5777,5.66,443.34
283.07,74.2,5823,5.65,443.16
283.16,74.2,5747,5.65,443
283.25,74.2,5773,5.61,444.21
283.34,74.2,5798,5.6,444.43
283.42,74.2,5838,5.63,444.86
283.51,74.2,5834,5.68,445.06
283.6,74.2,5837,5.74,445.8
283.69,74.2,5818,5.76,445.47
283.78,74.2,5833,5.73,445.05
283.86,74.2,5818,5.73,443.64
283.95,74.2,5818,5.74,444.65
284.04,74.2,5798,5.71,445.41
284.13,74.2,5778,5.67,444.43
284.22,74.2,5788,5.67,445.31
284.3,74.2,5757,5.65,444.47
284.39,74.2,5762,5.62,444.49
284.48,74.2,5752,5.61,444.13
284.57,74.2,5750,5.54,443.47
284.66,74.2,5793,5.51,442.78
284.74,74.2,5763,5.58,443.45
284.83,74.2,5808,5.57,443.57
284.92,74.2,5833,5.6,444.77
285.01,74.2,5859,5.67,445.23
285.09,74.2,5844,5.72,445.43
285.18,74.2,5828,5.7,444.16
285.27,74.2,5788,5.66,443.25
285.36,74.2,5783,5.58,443.5
285.44,74.2,5828,5.57,444.49
285.53,74.2,5808,5.65,444.17
285.62,74.2,5813,5.68,443.63
285.71,74.2,5798,5.66,444.12
285.8,74.2,5783,5.62,444.11
285.88,74.2,5854,5.64,444.14
285.97,74.2,5849,5.71,444.07
286.06,74.2,5823,5.7,442.93
286.15,74.2,5803,5.63,442.08
286.24,74.2,5823,5.59,442.97
286.32,74.2,5808,5.63,442.11
286.41,74.2,5818,5.64,442.05
286.5,74.2,5747,5.59,443.16
286.59,74.2,5778,5.57,442.68
286.68,74.2,5803,5.57,443.46
286.76,74.2,5843,5.6,444.93
286.85,74.2,5805,5.69,443.6
286.94,74.2,5793,5.7,442.68
287.03,74.2,5813,5.64,443.82
287.12,74.2,5752,5.6,444.02
287.2,74.2,5788,5.56,444.43
287.29,74.2,5838,5.61,444.65
287.38,74.2,5778,5.64,443.24
287.47,74.2,5783,5.61,442.01
287.55,74.2,5829,5.67,443.74
287.64,74.2,5839,5.69,444.12
287.73,74.2,5788,5.65,442.54
287.82,74.2,5837,5.62,442.08
287.91,74.2,5854,5.63,443.38
287.99,74.2,5859,5.71,443.22
288.08,74.2,5803,5.74,442.34
288.17,74.2,5833,5.7,443.01
288.26,74.2,5799,5.66,442.94
288.35,74.2,5803,5.61,442.53
288.43,74.2,5828,5.6,442.46
288.52,80.65,5827,5.65,442.15
288.61,80.65,5847,5.7,442.75
288.7,80.65,5813,5.7,443.28
288.79,80.65,5833,5.64,444.85
288.87,80.65,5828,5.62,444.6
288.96,80.65,5838,5.64,444.35
289.05,80.65,5827,5.65,444.11
289.14,80.65,5834,5.64,443.43
289.22,80.65,5783,5.63,442.91
289.31,80.65,5823,5.58,442.59
289.4,80.65,5857,5.63,443.92
289.49,80.65,5874,5.69,444.36
289.58,80.65,5864,5.73,444.85
289.66,80.65,5783,5.71,443.37
289.75,80.65,5819,5.63,443.14
289.84,80.65,5855,5.66,443.95
289.93,80.65,5848,5.72,443.26
290.02,80.65,5854,5.71,443.31
290.1,80.65,5874,5.7,443.25
290.19,80.65,5864,5.71,442.72
290.28,80.65,5793,5.69,443.3
290.37,80.65,5849,5.68,444.05
290.46,80.65,5813,5.71,442.81
290.54,80.65,5834,5.69,441.56
290.63,80.65,5848,5.68,440.94
290.72,80.65,5823,5.66,443.57
290.81,80.65,5815,5.68,443.5
290.89,80.65,5803,5.69,442.86
290.98,80.65,5849,5.72,441.87
291.07,80.65,5880,5.76,439.99
291.16,80.65,5828,5.74,441.61
291.24,80.65,5828,5.71,443.19
291.33,80.65,5803,5.68,444.81
291.42,80.65,5818,5.63,445.79
291.51,80.65,5828,5.64,443.76
291.6,80.65,5807,5.64,443.35
291.68,80.65,5803,5.59,443.86
291.77,80.65,5838,5.57,442.2
291.86,80.65,5819,5.6,444.43
291.95,80.65,5798,5.6,445.42
292.04,80.65,5844,5.61,444.68
292.12,80.65,5828,5.63,443.12
292.21,80.65,5798,5.59,442.65
292.3,80.65,5813,5.57,443.16
292.39,80.65,5782,5.55,442.9
292.48,80.65,5844,5.55,442.6
292.56,80.65,5890,5.65,443.86
292.65,80.65,5859,5.73,442.72
292.74,80.65,5838,5.72,441.92
292.83,80.65,5840,5.66,441.24
292.92,80.65,5857,5.66,441.62
293,80.65,5838,5.68,443.33
293.09,80.65,5864,5.65,444.19
293.18,80.65,5854,5.68,442.95
293.27,80.65,5823,5.66,442.28
293.36,80.65,5849,5.64,442.68
293.44,80.65,5890,5.65,441.4
293.53,80.65,5859,5.65,441.91
293.62,80.65,5822,5.64,442.79
293.71,80.65,5803,5.58,441.84
293.79,80.65,5828,5.58,442.02
293.88,80.65,5863,5.63,443.51
293.97,80.65,5865,5.68,443.74
294.06,80.65,5864,5.67,443.04
294.15,80.65,5894,5.65,441.64
294.23,80.65,5833,5.64,442.08
294.32,80.65,5833,5.59,440.94
294.41,80.65,5874,5.6,441.73
294.5,80.65,5874,5.68,443.15
294.59,80.65,5818,5.68,442.68
294.67,80.65,5823,5.63,442.84
294.76,80.65,5797,5.62,443.79
294.85,80.65,5823,5.59,441.99
294.94,80.65,5798,5.58,442.87
295.03,80.65,5829,5.57,444.09
295.11,80.65,5843,5.62,443.16
295.2,80.65,5874,5.67,442.04
295.29,80.65,5875,5.68,441.47
295.38,80.65,5849,5.7,440.99
295.46,80.65,5823,5.68,441.17
295.55,80.65,5837,5.63,440.85
295.64,80.65,5813,5.59,440.22
295.73,80.65,5848,5.58,439.56
295.81,80.65,5863,5.61,441.29
295.9,80.65,5822,5.61,441.99
295.99,80.65,5862,5.63,443.41
296.08,80.65,5868,5.68,442.54
296.17,80.65,5874,5.7,443.89
296.25,80.65,5880,5.72,444.62
296.34,80.65,5875,5.72,441.6
296.43,80.65,5839,5.68,441.86
296.52,80.65,5813,5.65,441.79
296.61,80.65,5834,5.61,441.67
296.69,80.65,5864,5.63,442.01
296.78,80.65,5823,5.68,441.7
296.87,80.65,5808,5.68,440.68
296.96,80.65,5818,5.66,440.75
297.04,80.65,5819,5.63,440.9
297.13,80.65,5777,5.56,441.16
297.22,80.65,5818,5.56,440.04
297.31,80.65,5838,5.6,439.93
297.4,80.65,5843,5.63,441.8
297.49,80.65,5833,5.64,442.02
297.57,80.65,5822,5.63,441.12
297.66,80.65,5833,5.61,442.01
297.75,80.65,5859,5.6,442.49
297.84,80.65,5868,5.61,442.76
297.92,80.65,5880,5.65,441.06
298.01,80.65,5864,5.68,441.51
298.1,80.65,5857,5.67,442.45
298.19,80.65,5819,5.62,441.99
298.28,80.65,5808,5.61,441.53
298.36,80.65,5808,5.6,441.89
298.45,80.65,5822,5.57,441.34
298.54,80.65,5843,5.6,440.69
298.63,80.65,5880,5.66,441.2
298.72,80.65,5900,5.7,441.24
298.8,80.65,5922,5.69,439.96
298.89,80.65,5901,5.68,440.9
298.98,80.65,5911,5.67,441.03
299.07,80.65,5875,5.67,442.25
299.16,80.65,5917,5.7,441.89
299.24,80.65,5869,5.71,439.37
299.33,80.65,5906,5.69,441.48
299.42,80.65,5891,5.75,442.15
299.51,80.65,5869,5.75,442.52
299.59,80.65,5884,5.7,443.9
299.68,80.65,5864,5.71,440.59
299.77,80.65,5869,5.74,437.51
299.86,80.65,5843,5.71,438.44
299.94,80.65,5838,5.65,442.07
300.03,80.65,5864,5.69,440.7
300.12,80.65,5869,5.72,439.62
300.21,80.65,5813,5.68,440.92
300.3,80.65,5804,5.62,439.68
300.39,80.65,5830,5.64,438.96
300.47,80.65,5843,5.7,441.59
300.56,80.65,5864,5.66,441.48
300.65,80.65,5859,5.63,440.93
300.74,80.65,5843,5.67,441.59
300.83,80.65,5842,5.67,440.02
300.91,80.65,5833,5.67,440.12
301,80.65,5793,5.68,440.11
301.09,80.65,5808,5.63,440.02
301.18,80.65,5793,5.58,442.56
301.26,80.65,5848,5.58,441.77
301.35,80.65,5864,5.65,440.62
301.44,80.65,5875,5.68,441.2
301.53,80.65,5807,5.71,441.84
301.61,80.65,5782,5.65,442.4
301.7,80.65,5832,5.61,440.17
301.79,80.65,5885,5.67,438.86
301.88,80.65,5871,5.69,439.52
301.97,80.65,5885,5.66,440.28
302.05,80.65,5864,5.68,440.66
302.14,80.65,5854,5.68,440.82
302.23,80.65,5864,5.66,440.34
302.32,80.65,5884,5.69,440.4
302.41,80.65,5855,5.7,441.02
302.49,80.65,5854,5.68,443.24
302.58,80.65,5854,5.68,442.08
302.67,80.65,5885,5.67,440.76
302.76,80.65,5900,5.69,439.47
302.85,80.65,5839,5.7,439.78
302.93,80.65,5901,5.69,442.65
303.02,80.65,5833,5.71,442.68
303.11,80.65,5841,5.61,442.41
303.2,80.65,5829,5.58,441.35
303.29,80.65,5838,5.62,439.3
303.37,80.65,5839,5.64,439.17
303.46,80.65,5859,5.62,439.74
303.55,80.65,5844,5.61,440
303.64,80.65,5833,5.58,441.77
303.73,80.65,5839,5.6,441.61
303.81,80.65,5838,5.65,440.72
303.9,80.65,5859,5.7,442.4
303.99,80.65,5844,5.72,441.81
304.08,80.65,5828,5.67,440.58
304.16,80.65,5843,5.66,439.44
304.25,80.65,5864,5.68,438.76
304.34,80.65,5860,5.68,439.9
304.43,80.65,5843,5.66,438.61
304.52,80.65,5837,5.65,439.55
304.6,80.65,5905,5.67,439.64
304.69,80.65,5896,5.74,440.09
304.78,80.65,5873,5.75,441.24
304.87,80.65,5843,5.7,441.88
304.96,80.65,5859,5.68,441.42
305.04,80.65,5839,5.68,438.34
305.13,80.65,5859,5.67,438.76
305.22,80.65,5867,5.68,439.25
305.31,80.65,5885,5.68,438.38
305.39,80.65,5869,5.71,439.06
305.48,80.65,5884,5.72,437.59
305.57,80.65,5864,5.71,438.31
305.66,80.65,5890,5.68,439.09
305.74,80.65,5864,5.66,439.45
305.83,80.65,5859,5.66,438.93
305.92,80.65,5828,5.64,438.16
306.01,80.65,5823,5.65,439.2
306.1,80.65,5798,5.64,438.54
306.18,80.65,5793,5.65,438.3
306.27,80.65,5813,5.62,439.25
306.36,80.65,5823,5.6,440.67
306.45,80.65,5833,5.63,439.48
306.54,80.65,5828,5.64,437.94
306.62,80.65,5869,5.64,439.04
306.71,80.65,5859,5.69,440.22
306.8,80.65,5849,5.71,437.76
306.89,80.65,5844,5.72,437.76
306.98,80.65,5792,5.68,438.05
307.06,80.65,5797,5.59,436.34
307.15,80.65,5844,5.59,437.08
307.24,80.65,5854,5.63,438.02
307.33,80.65,5859,5.67,436.48
307.41,80.65,5802,5.67,437.72
307.5,80.65,5834,5.64,439.63
307.59,80.65,5859,5.67,439.12
307.68,80.65,5859,5.67,438.93
307.77,80.65,5875,5.64,438.54
307.86,80.65,5890,5.65,437.7
307.94,80.65,5864,5.68,438.01
308.03,80.65,5838,5.61,437.64
308.12,80.65,5875,5.64,436.03
308.21,80.65,5890,5.71,436.9
308.29,80.65,5864,5.71,438.69
308.38,80.65,5834,5.71,438.02
308.47,80.65,5808,5.68,437.51
308.56,80.65,5823,5.62,437.96
308.64,80.65,5885,5.65,439.01
308.73,80.65,5906,5.68,437.12
308.82,80.65,5838,5.7,437.08
308.91,80.65,5838,5.72,437.87
309,80.65,5853,5.69,437.81
309.08,80.65,5874,5.68,440.22
309.17,80.65,5854,5.67,439.82
309.26,80.65,5885,5.62,437.92
309.35,80.65,5859,5.64,439.01
309.44,80.65,5859,5.63,437.39
309.52,80.65,5813,5.63,437.04
309.61,80.65,5788,5.61,437
309.7,80.65,5777,5.53,436.6
309.79,80.65,5793,5.5,437.24
309.88,80.65,5772,5.52,439.1
309.96,80.65,5808,5.54,438.5
310.05,80.65,5823,5.62,438.54
310.14,80.65,5808,5.62,438.37
310.23,80.65,5812,5.61,437.54
310.31,80.65,5843,5.64,437.9
310.4,80.65,5911,5.72,437.01
310.49,80.65,5880,5.78,437.61
310.58,80.65,5879,5.73,437.62
310.67,80.65,5831,5.71,439.03
310.76,80.65,5823,5.61,438.73
310.84,80.65,5854,5.64,437.59
310.93,80.65,5854,5.72,438.19
311.02,80.65,5823,5.73,438.16
311.11,80.65,5809,5.68,437.64
311.19,80.65,5828,5.66,437.7
311.28,80.65,5808,5.64,436.92
311.37,80.65,5834,5.65,436.53
311.46,80.65,5884,5.69,436.07
311.54,80.65,5839,5.73,436.09
311.63,80.65,5848,5.72,435.57
311.72,80.65,5828,5.7,435.98
311.81,80.65,5843,5.65,436.4
311.9,80.65,5843,5.67,436.79
311.99,80.65,5818,5.65,437.55
312.07,80.65,5843,5.64,436.39
312.16,80.65,5843,5.71,435.95
312.25,80.65,5834,5.77,438.03
312.34,80.65,5813,5.72,438.77
312.42,80.65,5838,5.7,438.65
312.51,80.65,5818,5.71,437.81
312.6,80.65,5824,5.68,437.4
312.69,80.65,5850,5.69,438.04
312.78,80.65,5813,5.63,438.35
312.86,80.65,5864,5.61,436.42
312.95,80.65,5885,5.71,437.37
313.04,80.65,5858,5.76,438.85
313.13,80.65,5806,5.71,438.87
313.22,80.65,5813,5.68,436.68
313.3,80.65,5833,5.68,435.34
313.39,80.65,5828,5.69,437.81
313.48,80.65,5823,5.72,436.83
313.57,80.65,5808,5.68,436.07
313.65,80.65,5834,5.6,435.56
313.74,80.65,5788,5.62,435
313.83,80.65,5828,5.62,433.97
313.92,80.65,5864,5.67,434.22
314.01,80.65,5884,5.76,434.61
314.09,80.65,5870,5.8,435.59
314.18,80.65,5835,5.74,436.47
314.27,80.65,5839,5.68,434.45
314.36,80.65,5869,5.68,433.19
314.45,80.65,5788,5.69,434.84
314.53,80.65,5838,5.67,434.03
314.62,80.65,5833,5.71,434.27
314.71,80.65,5869,5.7,436.6
314.8,80.65,5854,5.68,435.02
314.89,80.65,5823,5.65,435.35
314.97,80.65,5854,5.62,436.18
315.06,80.65,5823,5.59,436.79
315.15,80.65,5843,5.63,435.77
315.24,80.65,5852,5.67,436.35
315.33,80.65,5890,5.71,436.01
315.41,80.65,5880,5.74,438.84
315.5,80.65,5816,5.73,438.69
315.59,80.65,5772,5.65,436.97
315.68,80.65,5776,5.57,437.48
315.76,80.65,5819,5.55,437.84
315.85,80.65,5848,5.64,437.74
315.94,80.65,5830,5.73,437.42
316.03,80.65,5839,5.72,436.05
316.12,80.65,5845,5.7,435.7
316.2,80.65,5809,5.7,435.46
316.29,80.65,5813,5.69,436.51
316.38,80.65,5812,5.66,437.67
316.47,80.65,5823,5.65,436.69
316.55,80.65,5787,5.63,435.39
316.64,80.65,5783,5.6,436.4
316.73,80.65,5813,5.61,436.45
316.82,80.65,5803,5.67,435.7
316.91,80.65,5835,5.69,435.95
316.99,80.65,5849,5.74,436.32
317.08,80.65,5859,5.77,434.68
317.17,80.65,5833,5.73,434.98
317.26,80.65,5869,5.7,435.59
317.35,80.65,5838,5.76,437.72
317.43,80.65,5859,5.79,436.03
317.52,80.65,5854,5.78,434.86
317.61,80.65,5843,5.76,435.12
317.7,80.65,5864,5.78,435.4
317.78,80.65,5830,5.78,434.77
317.87,80.65,5828,5.72,433.51
317.96,80.65,5853,5.73,435.56
318.05,87.1,5828,5.77,435.47
318.14,87.1,5773,5.74,434.93
318.23,87.1,5790,5.67,433.88
318.31,87.1,5826,5.67,434.89
318.4,87.1,5865,5.69,435.22
318.49,87.1,5849,5.7,434.03
318.58,87.1,5884,5.7,434.36
318.66,87.1,5890,5.76,434.48
318.75,87.1,5918,5.76,435.06
318.84,87.1,5808,5.73,435.27
318.93,87.1,5817,5.64,434.02
319.01,87.1,5854,5.69,433.47
319.1,87.1,5859,5.76,434.47
319.19,87.1,5849,5.77,435.62
319.28,87.1,5843,5.75,435.5
319.37,87.1,5900,5.79,435.36
319.45,87.1,5843,5.81,435.05
319.54,87.1,5864,5.77,434
319.63,87.1,5869,5.74,433.6
319.72,87.1,5864,5.72,432.74
319.81,87.1,5839,5.69,432.8
319.89,87.1,5838,5.68,435.37
319.98,87.1,5864,5.69,434.2
320.07,87.1,5911,5.72,434.6
320.16,87.1,5885,5.7,435.9
320.25,87.1,5808,5.6,434.64
320.33,87.1,5787,5.47,433.03
320.42,87.1,5869,5.47,433.75
320.51,87.1,5888,5.62,434.61
320.6,87.1,5900,5.71,437.38
320.68,87.1,5938,5.75,435.84
320.77,87.1,5911,5.73,433.24
320.86,87.1,5890,5.67,433.85
320.95,87.1,5869,5.62,434.38
321.04,87.1,5828,5.54,435.62
321.13,87.1,5824,5.5,435.41
321.21,87.1,5862,5.55,435.65
321.3,87.1,5808,5.61,434.44
321.39,87.1,5859,5.62,433.63
321.48,87.1,5869,5.68,435.01
321.56,87.1,5900,5.73,434.81
321.65,87.1,5876,5.73,433.79
321.74,87.1,5921,5.69,434.67
321.83,87.1,5918,5.73,433.07
321.91,87.1,5910,5.73,432.57
322,87.1,5901,5.63,432.81
322.09,87.1,5928,5.55,433.91
322.18,87.1,5905,5.58,435.04
322.27,87.1,5885,5.62,434.73
322.35,87.1,5875,5.58,434.53
322.44,87.1,5865,5.57,434.62
322.53,87.1,5880,5.57,433.25
322.62,87.1,5900,5.6,435.78
322.71,87.1,5885,5.59,435.3
322.79,87.1,5949,5.61,434.14
322.88,87.1,5970,5.67,433.12
322.97,87.1,5955,5.68,433.98
323.06,87.1,5928,5.63,434.24
323.15,87.1,5955,5.64,433.78
323.23,87.1,5965,5.7,432.75
323.32,87.1,5943,5.75,433.63
323.41,87.1,5932,5.71,434.23
323.5,87.1,5938,5.68,434.98
323.59,87.1,5906,5.71,433.8
323.67,87.1,5909,5.73,433.28
323.76,87.1,5919,5.75,432.55
323.85,87.1,5883,5.73,433.25
323.94,87.1,5885,5.7,434.11
324.02,87.1,5900,5.75,433.55
324.11,87.1,5896,5.79,433.42
324.2,87.1,5919,5.77,434.33
324.29,87.1,5885,5.8,434.62
324.38,87.1,5854,5.78,434.19
324.46,87.1,5869,5.76,433.4
324.55,87.1,5911,5.8,434.27
324.64,87.1,5890,5.86,433.69
324.73,87.1,5870,5.82,432.49
324.81,87.1,5869,5.72,432.65
324.9,87.1,5895,5.75,433.75
324.99,87.1,5874,5.82,432.92
325.08,87.1,5848,5.83,431.13
325.17,87.1,5828,5.82,432.51
325.25,87.1,5869,5.79,433.54
325.34,87.1,5848,5.8,432.55
325.43,87.1,5854,5.81,431.96
325.52,87.1,5853,5.8,433.34
325.61,87.1,5846,5.77,433.61
325.69,87.1,5854,5.72,432.83
325.78,87.1,5866,5.72,433.9
325.87,87.1,5905,5.75,435.55
325.96,87.1,5917,5.8,435.55
326.05,87.1,5923,5.84,432.19
326.13,87.1,5890,5.79,432.37
326.22,87.1,5932,5.75,432.94
326.31,87.1,5889,5.8,431.12
326.4,87.1,5823,5.75,430.28
326.49,87.1,5890,5.69,431.24
326.57,87.1,5933,5.78,430.4
326.66,87.1,5901,5.85,429.79
326.75,87.1,5881,5.8,430.97
326.84,87.1,5890,5.75,433.41
326.92,87.1,5905,5.77,432.14
327.01,87.1,5884,5.8,431.76
327.1,87.1,5874,5.78,430.97
327.19,87.1,5843,5.79,431.51
327.28,87.1,5878,5.8,432.04
327.36,87.1,5828,5.8,432.01
327.45,87.1,5847,5.77,431.97
327.54,87.1,5859,5.74,432.14
327.63,87.1,5891,5.76,431.48
327.72,87.1,5906,5.82,431.45
327.8,87.1,5818,5.83,432.65
327.89,87.1,5864,5.8,432.94
327.98,87.1,5864,5.85,432.33
328.07,87.1,5853,5.85,433.12
328.15,87.1,5854,5.8,432.22
328.24,87.1,5803,5.74,430.57
328.33,87.1,5859,5.69,430.31
328.42,87.1,5880,5.78,431.97
328.51,87.1,5885,5.84,431.53
328.59,87.1,5869,5.84,430.44
328.68,87.1,5864,5.82,431.01
328.77,87.1,5839,5.81,431.56
328.86,87.1,5849,5.8,431.21
328.95,87.1,5875,5.79,430.03
329.03,87.1,5867,5.78,431.08
329.12,87.1,5853,5.83,430.94
329.21,87.1,5880,5.84,433.18
329.3,87.1,5890,5.84,431.64
329.39,87.1,5874,5.85,430.46
329.47,87.1,5874,5.82,431.14
329.56,87.1,5894,5.78,430.32
329.65,87.1,5895,5.81,429.36
329.74,87.1,5833,5.82,430.52
329.82,87.1,5901,5.82,430.28
329.91,87.1,5890,5.86,430.59
330,87.1,5900,5.86,432.16
330.09,87.1,5890,5.83,430.75
330.18,87.1,5818,5.78,430.3
330.26,87.1,5806,5.71,430.04
330.35,87.1,5793,5.71,429.57
330.44,87.1,5803,5.74,429.57
330.53,87.1,5864,5.74,430.62
330.62,87.1,5895,5.77,430.19
330.7,87.1,5803,5.78,429.8
330.79,87.1,5797,5.65,430.73
330.88,87.1,5829,5.57,430.9
330.97,87.1,5849,5.62,430.6
331.05,87.1,5900,5.71,430.21
331.14,87.1,5874,5.78,429.34
331.23,87.1,5848,5.76,430.4
331.32,87.1,5843,5.75,431.45
331.41,87.1,5895,5.76,431.52
331.49,87.1,5864,5.76,431
331.58,87.1,5870,5.77,430.19
331.67,87.1,5860,5.78,431.58
331.76,87.1,5885,5.75,432.52
331.85,87.1,5880,5.71,431.16
331.93,87.1,5813,5.65,429.96
332.02,87.1,5834,5.56,430.17
332.11,87.1,5885,5.53,430.99
332.2,87.1,5864,5.62,429.8
332.28,87.1,5823,5.61,429.62
332.37,87.1,5890,5.62,430.86
332.46,87.1,5895,5.72,430.4
332.55,87.1,5884,5.75,430.4
332.64,87.1,5900,5.76,430.24
332.72,87.1,5922,5.82,429.64
332.81,87.1,5911,5.84,429.58
332.9,87.1,5917,5.88,430.02
332.99,87.1,5869,5.86,430.78
333.08,87.1,5866,5.77,429.74
333.16,87.1,5857,5.74,429.35
333.25,87.1,5880,5.72,430.04
333.34,87.1,5848,5.71,429.38
333.43,87.1,5844,5.67,427.9
333.51,87.1,5808,5.71,426.72
333.6,87.1,5808,5.74,428.79
333.69,87.1,5803,5.74,430.22
333.78,87.1,5793,5.68,430.12
333.87,87.1,5839,5.75,428.71
333.95,87.1,5838,5.81,428.88
334.04,87.1,5869,5.79,429.26
334.13,87.1,5823,5.81,429.09
334.22,87.1,5823,5.79,429.16
334.31,87.1,5849,5.78,430.3
334.39,87.1,5859,5.78,429.93
334.48,87.1,5885,5.79,430.02
334.57,87.1,5885,5.82,430.46
334.66,87.1,5854,5.77,431.28
334.75,87.1,5843,5.67,431.47
334.83,87.1,5843,5.64,431.77
334.92,87.1,5865,5.7,430.4
335.01,87.1,5859,5.72,431.5
335.1,87.1,5849,5.68,431.24
335.18,87.1,5886,5.68,431.63
335.27,87.1,5906,5.71,432.14
335.36,87.1,5885,5.71,431.34
335.45,87.1,5885,5.68,431.12
335.54,87.1,5834,5.7,431.79
335.62,87.1,5895,5.72,430.66
335.71,87.1,5873,5.77,430.06
335.8,87.1,5880,5.76,430.2
335.89,87.1,5843,5.74,430.18
335.98,87.1,5880,5.72,428.85
336.06,87.1,5849,5.8,428.34
336.15,87.1,5895,5.82,428.97
336.24,87.1,5853,5.85,428.34
336.33,87.1,5863,5.84,429.43
336.41,87.1,5843,5.83,431.16
336.5,87.1,5849,5.78,430.37
336.59,87.1,5875,5.78,431.3
336.68,87.1,5854,5.77,431.79
336.77,87.1,5833,5.73,429.77
336.85,87.1,5839,5.72,429.85
336.94,87.1,5843,5.73,429.98
337.03,87.1,5880,5.76,430.21
337.12,87.1,5875,5.77,428.29
337.21,87.1,5854,5.79,427.93
337.29,87.1,5871,5.78,429.08
337.38,87.1,5863,5.77,429.27
337.47,87.1,5812,5.75,429.09
337.56,87.1,5793,5.68,430.19
337.64,87.1,5833,5.62,430.93
337.73,87.1,5823,5.67,430.08
337.82,87.1,5813,5.7,429.41
337.91,87.1,5853,5.72,429.67
338,87.1,5869,5.77,429.3
338.08,87.1,5859,5.76,429.73
338.17,87.1,5880,5.75,429.04
338.26,87.1,5885,5.73,428.26
338.35,87.1,5858,5.71,429.37
338.44,87.1,5874,5.69,428.78
338.52,87.1,5848,5.7,429.65
338.61,87.1,5849,5.66,429.48
338.7,87.1,5896,5.67,429.98
338.79,87.1,5944,5.75,428.34
338.88,87.1,5922,5.8,427.27
338.96,87.1,5923,5.75,427.31
339.05,87.1,5874,5.68,428.95
339.14,87.1,5875,5.63,430.8
339.23,87.1,5895,5.63,428.95
339.31,87.1,5847,5.7,428.72
339.4,87.1,5884,5.73,427.81
339.49,87.1,5874,5.73,427.83
339.58,87.1,5879,5.72,429.36
339.67,87.1,5859,5.68,429.91
339.75,87.1,5849,5.64,429.58
339.84,87.1,5849,5.7,428.51
339.93,87.1,5879,5.75,426.68
340.02,87.1,5864,5.76,429.57
340.11,87.1,5890,5.75,428.94
340.19,87.1,5844,5.77,429.07
340.28,87.1,5818,5.74,429.41
340.37,87.1,5813,5.69,427.64
340.46,87.1,5833,5.69,427.6
340.54,87.1,5858,5.73,426.91
340.63,87.1,5829,5.78,426.38
340.72,87.1,5864,5.78,425.88
340.81,87.1,5871,5.78,427.07
340.9,87.1,5885,5.76,426.19
340.98,87.1,5880,5.76,425.39
341.07,87.1,5880,5.72,427.26
341.16,87.1,5869,5.73,425.72
341.25,87.1,5849,5.74,425.21
341.34,87.1,5859,5.73,427.31
341.42,87.1,5854,5.73,427.11
341.51,87.1,5880,5.74,425.1
341.6,87.1,5849,5.69,425.62
341.69,87.1,5854,5.64,424.92
341.78,87.1,5890,5.7,424.17
341.86,87.1,5869,5.73,426.77
341.95,87.1,5890,5.73,426.92
342.04,87.1,5922,5.75,426.67
342.13,87.1,5916,5.8,426.15
342.22,87.1,5923,5.79,427.15
342.3,87.1,5890,5.72,426.69
342.39,87.1,5895,5.66,425.59
342.48,87.1,5854,5.63,427.16
342.57,87.1,5868,5.64,427.14
342.65,87.1,5874,5.71,427.33
342.74,87.1,5854,5.69,427.83
342.83,87.1,5832,5.68,427.98
342.92,87.1,5837,5.7,427.17
343.01,87.1,5869,5.72,427.65
343.09,87.1,5833,5.69,428.62
343.18,87.1,5843,5.66,427.83
343.27,87.1,5880,5.65,427.59
343.36,87.1,5870,5.67,427.81
343.44,87.1,5875,5.67,426.09
343.53,87.1,5885,5.67,426.77
343.62,87.1,5911,5.7,428.69
343.71,87.1,5917,5.75,430.4
343.8,87.1,5869,5.72,429.39
343.88,87.1,5885,5.71,428.98
343.97,87.1,5885,5.7,429.58
344.06,87.1,5869,5.71,429.8
344.15,87.1,5838,5.7,428.21
344.24,87.1,5843,5.7,425.77
344.32,87.1,5859,5.72,425.82
344.41,87.1,5884,5.69,426.68
344.5,87.1,5896,5.71,426.64
344.59,87.1,5923,5.72,426.53
344.68,87.1,5880,5.68,427.33
344.76,87.1,5887,5.62,426.85
344.85,87.1,5885,5.62,425.27
344.94,87.1,5874,5.65,423.62
345.03,87.1,5869,5.68,424.6
345.12,87.1,5869,5.7,424.3
345.2,87.1,5885,5.67,424.79
345.29,87.1,5868,5.65,425.71
345.38,87.1,5864,5.65,425.89
345.47,87.1,5844,5.68,425.68
345.55,87.1,5880,5.64,425.87
345.64,87.1,5856,5.65,426.29
345.73,87.1,5828,5.68,426.19
345.82,87.1,5854,5.68,426.56
345.9,87.1,5905,5.74,426.57
345.99,87.1,5912,5.74,426.54
346.08,87.1,5928,5.69,425.81
346.17,87.1,5875,5.65,426.53
